

     time  configs     <nwalker>    std.dev.nw           <r>         <r^2>     std.dev.r   std.dev.r^2
     2804    99840  0.100000E+01  0.000000E+00  0.352035E-01  0.236842E+02  0.154016E-01  0.102480E+00
     2944    99840  0.100000E+01  0.000000E+00  0.368005E-01  0.240061E+02  0.155059E-01  0.103980E+00
     3091    99840  0.100000E+01  0.000000E+00  0.387175E-01  0.243533E+02  0.156176E-01  0.105076E+00
     3245    99840  0.100000E+01  0.000000E+00  0.553463E-01  0.248176E+02  0.157653E-01  0.106188E+00
     3407    99840  0.100000E+01  0.000000E+00  0.333050E-01  0.252420E+02  0.159001E-01  0.107989E+00
     3577    99840  0.100000E+01  0.000000E+00  0.419408E-01  0.256309E+02  0.160219E-01  0.108794E+00
     3755    99840  0.100000E+01  0.000000E+00  0.272550E-01  0.260388E+02  0.161492E-01  0.110313E+00
     3942    99840  0.100000E+01  0.000000E+00  0.164272E-01  0.264880E+02  0.162881E-01  0.112259E+00
     4139    99840  0.100000E+01  0.000000E+00  0.327057E-01  0.269317E+02  0.164237E-01  0.113665E+00
     4345    99840  0.100000E+01  0.000000E+00  0.334378E-01  0.272874E+02  0.165318E-01  0.114786E+00
     4562    99840  0.100000E+01  0.000000E+00  0.338468E-01  0.276432E+02  0.166392E-01  0.115501E+00
     4790    99840  0.100000E+01  0.000000E+00  0.187905E-01  0.281167E+02  0.167814E-01  0.116985E+00
     5029    99840  0.100000E+01  0.000000E+00  0.296488E-01  0.285664E+02  0.169149E-01  0.118597E+00
     5280    99840  0.100000E+01  0.000000E+00  0.320083E-01  0.288696E+02  0.170044E-01  0.119361E+00
     5544    99840  0.100000E+01  0.000000E+00  0.352877E-01  0.292456E+02  0.171147E-01  0.120670E+00
     5821    99840  0.100000E+01  0.000000E+00  0.231729E-01  0.296564E+02  0.172347E-01  0.121570E+00
     6112    99840  0.100000E+01  0.000000E+00  0.192778E-01  0.300991E+02  0.173629E-01  0.123415E+00
     6417    99840  0.100000E+01  0.000000E+00  0.153369E-01  0.304892E+02  0.174751E-01  0.124064E+00
     6737    99840  0.100000E+01  0.000000E+00  0.269442E-01  0.307333E+02  0.175448E-01  0.124577E+00
     7073    99840  0.100000E+01  0.000000E+00  0.714587E-02  0.310751E+02  0.176422E-01  0.125404E+00
     7426    99840  0.100000E+01  0.000000E+00  0.149652E-01  0.314905E+02  0.177597E-01  0.127141E+00
     7797    99840  0.100000E+01  0.000000E+00  0.101952E-01  0.317204E+02  0.178245E-01  0.127777E+00
     8186    99840  0.100000E+01  0.000000E+00  0.137958E-01  0.321068E+02  0.179327E-01  0.129080E+00
     8595    99840  0.100000E+01  0.000000E+00 -0.674178E-02  0.323985E+02  0.180140E-01  0.129377E+00
     9024    99840  0.100000E+01  0.000000E+00  0.838370E-02  0.328811E+02  0.181477E-01  0.130680E+00
     9475    99840  0.100000E+01  0.000000E+00  0.138748E-01  0.330415E+02  0.181918E-01  0.130545E+00
     9948    99840  0.100000E+01  0.000000E+00  0.171890E-01  0.333943E+02  0.182887E-01  0.131905E+00
    10445    99840  0.100000E+01  0.000000E+00  0.276229E-01  0.336176E+02  0.183496E-01  0.131834E+00
    10967    99840  0.100000E+01  0.000000E+00  0.168746E-01  0.338277E+02  0.184070E-01  0.132877E+00
    11515    99840  0.100000E+01  0.000000E+00  0.161864E-01  0.340573E+02  0.184693E-01  0.133453E+00
    12090    99840  0.100000E+01  0.000000E+00  0.313022E-01  0.341946E+02  0.185063E-01  0.133694E+00
    12694    99840  0.100000E+01  0.000000E+00  0.368271E-01  0.346266E+02  0.186228E-01  0.135139E+00
    13328    99840  0.100000E+01  0.000000E+00  0.250920E-01  0.345591E+02  0.186048E-01  0.134453E+00
    13994    99840  0.100000E+01  0.000000E+00  0.451437E-01  0.347942E+02  0.186676E-01  0.135010E+00
    14693    99840  0.100000E+01  0.000000E+00  0.311477E-01  0.349771E+02  0.187169E-01  0.135920E+00
    15427    99840  0.100000E+01  0.000000E+00  0.397351E-01  0.353102E+02  0.188056E-01  0.136478E+00
    16198    99840  0.100000E+01  0.000000E+00  0.315154E-01  0.352002E+02  0.187765E-01  0.135678E+00
    16384    99840  0.100000E+01  0.000000E+00  0.278195E-01  0.352211E+02  0.187821E-01  0.135971E+00
