
     time  configs     <nwalker>    std.dev.nw           <r>         <r^2>     std.dev.r   std.dev.r^2
      626    99840  0.100000E+01  0.000000E+00  0.165897E+01  0.879572E+05  0.938591E+00  0.297835E+03
      657    99840  0.100000E+01  0.000000E+00  0.159741E+01  0.930690E+05  0.965482E+00  0.306684E+03
      689    99840  0.100000E+01  0.000000E+00  0.150619E+01  0.980949E+05  0.991211E+00  0.314592E+03
      723    99840  0.100000E+01  0.000000E+00  0.140667E+01  0.103274E+06  0.101704E+01  0.322043E+03
      759    99840  0.100000E+01  0.000000E+00  0.145739E+01  0.108500E+06  0.104246E+01  0.328899E+03
      796    99840  0.100000E+01  0.000000E+00  0.144093E+01  0.113601E+06  0.106668E+01  0.334821E+03
      835    99840  0.100000E+01  0.000000E+00  0.139895E+01  0.118688E+06  0.109031E+01  0.339933E+03
      876    99840  0.100000E+01  0.000000E+00  0.134565E+01  0.123707E+06  0.111312E+01  0.344389E+03
      919    99840  0.100000E+01  0.000000E+00  0.126497E+01  0.128674E+06  0.113525E+01  0.348185E+03
      964    99840  0.100000E+01  0.000000E+00  0.126703E+01  0.133516E+06  0.115641E+01  0.351300E+03
     1012    99840  0.100000E+01  0.000000E+00  0.121880E+01  0.138389E+06  0.117733E+01  0.353682E+03
     1062    99840  0.100000E+01  0.000000E+00  0.126198E+01  0.143051E+06  0.119699E+01  0.355326E+03
     1115    99840  0.100000E+01  0.000000E+00  0.126309E+01  0.147598E+06  0.121587E+01  0.356422E+03
     1170    99840  0.100000E+01  0.000000E+00  0.130133E+01  0.152040E+06  0.123403E+01  0.356959E+03
     1228    99840  0.100000E+01  0.000000E+00  0.123991E+01  0.156347E+06  0.125138E+01  0.356909E+03
     1289    99840  0.100000E+01  0.000000E+00  0.130936E+01  0.160433E+06  0.126763E+01  0.356392E+03
     1353    99840  0.100000E+01  0.000000E+00  0.146913E+01  0.164323E+06  0.128291E+01  0.355330E+03
     1420    99840  0.100000E+01  0.000000E+00  0.152798E+01  0.168078E+06  0.129748E+01  0.354053E+03
     1491    99840  0.100000E+01  0.000000E+00  0.165248E+01  0.171643E+06  0.131116E+01  0.352295E+03
     1565    99840  0.100000E+01  0.000000E+00  0.180913E+01  0.174999E+06  0.132392E+01  0.350301E+03
     1643    99840  0.100000E+01  0.000000E+00  0.202592E+01  0.178193E+06  0.133594E+01  0.347947E+03
     1725    99840  0.100000E+01  0.000000E+00  0.209739E+01  0.181213E+06  0.134721E+01  0.345552E+03
     1811    99840  0.100000E+01  0.000000E+00  0.224337E+01  0.184068E+06  0.135778E+01  0.342925E+03
